player_name,CT_list,lowest_price,second_lowest_price,lowest_to_second_ratio,price_gap,lowest_seller,lowest_title,lowest_item_web_url,lowest_item_id,second_seller,second_title,second_item_web_url,second_item_id
Marcelo Mayer,SSP,45.99,45.99,1.0,0.0,adamesc77,2025 Topps Update Marcelo Mayer RC Home Field Advantage SSP #HA-47 Red Sox,,,adamesc77,2025 Topps Update Marcelo Mayer RC Home Field Advantage SSP #HA-47 Red Sox,,
Zac Veen,Orange 25,43.25,43.25,1.0,0.0,frontrw,2025 Topps Update - Zac Veen USC186 Orange Refractor (RC) /25 Acrylic Display,,,frontrw,2025 Topps Update - Zac Veen USC186 Orange Refractor (RC) /25 Acrylic Display,,
Edgar Quero,Flagship Patch Auto,40.0,40.0,1.0,0.0,trading_card_pros,2025 Topps Update- Edgar Quero RC Major League Material Patch Auto 45/50 RPA,,,trading_card_pros,2025 Topps Update- Edgar Quero RC Major League Material Patch Auto 45/50 RPA,,
Moisés Ballesteros,Gold 50,40.0,40.0,1.0,0.0,kardkings3,2025 Topps Update #US236 Moisés Ballesteros Rookie Debut Gold Foil #/50,,,kardkings3,2025 Topps Update #US236 Moisés Ballesteros Rookie Debut Gold Foil #/50,,
Chandler Simpson,Orange 25,39.25,39.25,1.0,0.0,midtnbreaks1,2025 Topps Update Chandler Simpson Orange Holo Foil 25/25! (RC) #US277,,,midtnbreaks1,2025 Topps Update Chandler Simpson Orange Holo Foil 25/25! (RC) #US277,,
Alex Verdugo,Golden Mirror,38.99,38.99,1.0,0.0,clever-baysportsandgaming,Alex Verdugo 2025 Topps Update Series Golden Mirror SP Braves (CBR),,,danmckn_26,2025 Topps Update Series U4 Alex Verdugo Golden Mirror 🚨,,
Chase Dollander,Camo 25,38.24,38.24,1.0,0.0,baknob,2025 Topps Update Chase Dollander RC Camo /25,,,baknob,2025 Topps Update Chase Dollander RC Camo /25,,
Chandler Simpson,Vintage 99,36.99,36.99,1.0,0.0,iowanice,2025 Topps Update Chandler Simpson #US277 Vintage Stock /99,,,iowanice,2025 Topps Update Chandler Simpson #US277 Vintage Stock /99,,
Caleb Durbin,Orange 25,36.5,36.5,1.0,0.0,cw-valuecards2,2025 Topps Update #US59 Caleb Durbin Orange Rainbow Foil /25 Milwaukee Brewers,,,cw-valuecards2,2025 Topps Update #US59 Caleb Durbin Orange Rainbow Foil /25 Milwaukee Brewers,,
Edgar Quero,Canvas 50,35.98,35.98,1.0,0.0,clearviewsportscards99,2025 Topps Update Edgar Quero Canvas RC 18/50 #US325 Chicago White Sox,,,clearviewsportscards99,2025 Topps Update Edgar Quero Canvas RC 18/50 #US325 Chicago White Sox,,
Matt Shaw,Gold 50,35.49,35.49,1.0,0.0,jarereic0,2025 Topps Update Series Matt Shaw Gold HoloFoil RC Rookie Debut /50 Cubs *Read,,,jarereic0,2025 Topps Update Series Matt Shaw Gold HoloFoil RC Rookie Debut /50 Cubs *Read,,
Dalton Rushing,Gold 50,35.0,35.0,1.0,0.0,alexander_closet_and_collectibles,2025 Topps Update Dalton Rushing Rookie Debut Gold Rainbow 12/50,,,alexander_closet_and_collectibles,2025 Topps Update Dalton Rushing Rookie Debut Gold Rainbow 12/50,,
Drake Baldwin,Green Foil,34.99,34.99,1.0,0.0,cmsportscardz,2025 Topps Update DRAKE BALDWIN RC /99 GREEN FOIL Braves ROY,,,cmsportscardz,2025 Topps Update DRAKE BALDWIN RC /99 GREEN FOIL Braves ROY,,
Dalton Rushing,Independence Day 76,34.98,34.98,1.0,0.0,jdbruns87,2025 Topps Update DALTON RUSHING RC Rookie Debut Independence Day /76 - US256,,,jdbruns87,2025 Topps Update DALTON RUSHING RC Rookie Debut Independence Day /76 - US256,,
Edgar Quero,Gold 50,34.94,34.94,1.0,0.0,eatmorecollectibles,2025 Topps Update Edgar Quero /50 Gold Auto Rookie Card US145 NM/MT *ON CARD,,,eatmorecollectibles,2025 Topps Update Edgar Quero /50 Gold Auto Rookie Card US145 NM/MT *ON CARD,,
Marcelo Mayer,Purple Rainbow,32.0,32.0,1.0,0.0,chavez676ty2,2025 Topps Update Marcelo Mayer RC Purple Rainbow Foil Rookie #232/250 Red Sox,,,chavez676ty2,2025 Topps Update Marcelo Mayer RC Purple Rainbow Foil Rookie #232/250 Red Sox,,
Nick Kurtz,Gold 2025,31.48,31.48,1.0,0.0,t095360rk,2025 Topps Update Nick Kurtz #US197 Rookie Debut RC Gold /2025 Athletics A's,,,t095360rk,2025 Topps Update Nick Kurtz #US197 Rookie Debut RC Gold /2025 Athletics A's,,
Kristian Campbell,SSP,31.32,31.32,1.0,0.0,tross_sports,2025 Topps Update Kristian Campbell (RC) Homefield Advantage SSP #HA-43 Red Sox,,,tross_sports,2025 Topps Update Kristian Campbell (RC) Homefield Advantage SSP #HA-43 Red Sox,,
Colton Gordon,Golden Mirror,30.95,30.95,1.0,0.0,cvananda,2025 Topps Update Series Colton Gordon (RC) Golden Mirror Image - Astros #US157,,,aimhighcollectibles,Colton Gordon 2025 Topps Update #US157 Golden Mirror Variations Astros RC,,
Chase Shugart,Wood 25,30.48,30.48,1.0,0.0,cardfinders,2025 Topps Update Wood Stock Parallel /25 Chase Shugart Pirates RC US47,,,cardfinders,2025 Topps Update Wood Stock Parallel /25 Chase Shugart Pirates RC US47,,
Zac Veen,Photo Variation,30.0,30.0,1.0,0.0,dnp_hobby,2025 Topps Update Series - Zac Veen #US2 True Photo (RC),,,dnp_hobby,2025 Topps Update Series - Zac Veen #US2 True Photo (RC),,
Caleb Durbin,Camo 25,29.99,29.99,1.0,0.0,cobra22nd,2025 Topps Update Memorial Day Camo #US59 Caleb Durbin RC Brewers 22/25 Birthday,,,cobra22nd,2025 Topps Update Memorial Day Camo #US59 Caleb Durbin RC Brewers 22/25 Birthday,,
Kristian Campbell,Canvas 50,29.98,29.98,1.0,0.0,johnny_ford_cards,Kristian Campbell 2025 Topps Update Rookie Debut Canvas #40/50 Red Sox #US129,,,johnny_ford_cards,Kristian Campbell 2025 Topps Update Rookie Debut Canvas #40/50 Red Sox #US129,,
Kristian Campbell,Vintage 99,29.98,29.98,1.0,0.0,oakstonecardcompanyllc,2025 Topps Update Kristian Campbell Vintage Stock Rookie Debut  /99 Red Sox,,,oakstonecardcompanyllc,2025 Topps Update Kristian Campbell Vintage Stock Rookie Debut  /99 Red Sox,,
Chandler Simpson,SSP,26.98,26.98,1.0,0.0,scaro_40,Chandler Simpson 2025 Topps Update Series #HA-50 Home Field Advantage RC SSP,,,scaro_40,Chandler Simpson 2025 Topps Update Series #HA-50 Home Field Advantage RC SSP,,
Cade Horton,Blue Rainbow,25.33,25.33,1.0,0.0,ap_cards-fl,2025 Topps Update Cade Horton Blue Mojo Refractor /150 RC Chicago Cubs Rookie,,,ap_cards-fl,2025 Topps Update Cade Horton Blue Mojo Refractor /150 RC Chicago Cubs Rookie,,
Danny Jansen,Orange 25,24.99,24.99,1.0,0.0,texrangersteve,2025 Topps Update Danny Jansen - 1/25 Orange Foil #US81 Rays,,,texrangersteve,2025 Topps Update Danny Jansen - 1/25 Orange Foil #US81 Rays,,
Tirso Ornelas,Holiday Jackolantern,23.0,23.0,1.0,0.0,arroyoscardsandcollectibles,2025 Topps Update Tirso Ornelas Holiday Foil Jack O’ Lantern | Jackson Merrill,,,arroyoscardsandcollectibles,2025 Topps Update Tirso Ornelas Holiday Foil Jack O’ Lantern | Jackson Merrill,,
Drake Baldwin,Blue Rainbow,22.99,22.99,1.0,0.0,frankc_512,2025 Topps Update  - Drake Baldwin Blue Holofoil 073/150 Rc Read Description,,,frankc_512,2025 Topps Update  - Drake Baldwin Blue Holofoil 073/150 Rc Read Description,,
Nick Kurtz,Photo Variation,22.99,22.99,1.0,0.0,dec-8615,2025 Topps Update Series Nick Kurtz Companion Photo Variation RC SP #CC3-5 A'S,,,dec-8615,2025 Topps Update Series Nick Kurtz Companion Photo Variation RC SP #CC3-5 A'S,,
Mick Abel,Gold 50,21.98,21.98,1.0,0.0,odeezys_cc,2025 Topps Update #US270 Mick Abel RC Rookie Debut Gold /50 Minnesota Twins,,,odeezys_cc,2025 Topps Update #US270 Mick Abel RC Rookie Debut Gold /50 Minnesota Twins,,
Francisco Lindor,Holiday Jackolantern,21.5,21.5,1.0,0.0,arroyoscardsandcollectibles,2025 Topps Update Brett Baty Holiday Jack O’Lantern Foil | Francisco Lindor,,,arroyoscardsandcollectibles,2025 Topps Update Brett Baty Holiday Jack O’Lantern Foil | Francisco Lindor,,
Edgar Quero,Vintage 99,21.49,21.49,1.0,0.0,mlbfan,2025 Topps Update Edgar Quero Rookie Debut Vintage Stock  70/99 US325  Whitesox,,,mlbfan,2025 Topps Update Edgar Quero Rookie Debut Vintage Stock  70/99 US325  Whitesox,,
Mick Abel,Vintage 99,21.43,21.43,1.0,0.0,bensonscardhouse,2025 Topps Update Series - Mick Abel #US127 Vintage Stock /99 (RC),,,bensonscardhouse,2025 Topps Update Series - Mick Abel #US127 Vintage Stock /99 (RC),,
Agustín Ramírez,Independence Day 76,21.31,21.31,1.0,0.0,maybow1992,2025 Topps Update #US332 Agustín Ramírez Independence Day #/76,,,maybow1992,2025 Topps Update #US332 Agustín Ramírez Independence Day #/76,,
Danny Jansen,Photo Variation,21.24,21.24,1.0,0.0,rt_card_vault,2025 Topps Update Danny Jansen #US8 True Photo Variation Short Print SP --  Rays,,,rt_card_vault,2025 Topps Update Danny Jansen #US8 True Photo Variation Short Print SP --  Rays,,
Zac Veen,Holiday Mummy,21.06,21.06,1.0,0.0,robke-3,2025 Topps Update Zac Veen Holiday Halloween Mummy Foil 12/50 US2 RC Debut,,,robke-3,2025 Topps Update Zac Veen Holiday Halloween Mummy Foil 12/50 US2 RC Debut,,
Caleb Durbin,Photo Variation,20.99,20.99,1.0,0.0,phicardz,2025 Topps Update Caleb Durbin True Photo Variation #US170 RC Rookie Card,,,phicardz,2025 Topps Update Caleb Durbin True Photo Variation #US170 RC Rookie Card,,
Chandler Simpson,Independence Day 76,19.95,19.95,1.0,0.0,raiders4,2025 Topps Update Chandler Simpson RC Debut US349 Independence Day 47/76🇺🇸,,,raiders4,2025 Topps Update Chandler Simpson RC Debut US349 Independence Day 47/76🇺🇸,,
Drake Baldwin,Holiday Ghost,18.99,18.99,1.0,0.0,rumblenavy315,2025 Topps Update Drake Baldwin Rookie RC Holiday Ghost #US87 Braves,,,rumblenavy315,2025 Topps Update Drake Baldwin Rookie RC Holiday Ghost #US87 Braves,,
Luke Keaschall,Green Foil,18.98,18.98,1.0,0.0,ricwalr0,2025 Topps Update Series Luke Keaschall RC #US342 Green  /99 Twins,,,ricwalr0,2025 Topps Update Series Luke Keaschall RC #US342 Green  /99 Twins,,
Luke Keaschall,Holiday Ghost,18.0,18.0,1.0,0.0,rjac_6529,"2025 Topps Update  - Rookie Debut Luke Keaschall Ghost Holiday, / Jenkins",,,rjac_6529,"2025 Topps Update  - Rookie Debut Luke Keaschall Ghost Holiday, / Jenkins",,
Nick Kurtz,Sandglitter,17.98,17.98,1.0,0.0,ri_fashions,2025 Topps Update Nick Kurtz MLB Debut Pink Sandglitter #US197 RC Athletics,,,ri_fashions,2025 Topps Update Nick Kurtz MLB Debut Pink Sandglitter #US197 RC Athletics,,
Cade Horton,Green Foil,17.5,17.5,1.0,0.0,craigtradescards,2025 Topps Update Series Cade Horton Rookie Debut RC Green Holo Foil /99 #US214,,,craigtradescards,2025 Topps Update Series Cade Horton Rookie Debut RC Green Holo Foil /99 #US214,,
Drake Baldwin,Purple Rainbow,15.99,15.99,1.0,0.0,italistali,Drake Baldwin 2025 Topps Update Purple Holo Foil /250 US87 Rookie RC,,,italistali,Drake Baldwin 2025 Topps Update Purple Holo Foil /250 US87 Rookie RC,,
Cam Smith,Blue Rainbow,15.0,15.0,1.0,0.0,josnic-9149,2025 Topps Update Series Cam Smith #US298 Blue Rainbow Foil /150 (RC),,,josnic-9149,2025 Topps Update Series Cam Smith #US298 Blue Rainbow Foil /150 (RC),,
Danny Jansen,Golden Mirror,15.0,15.0,1.0,0.0,orion_co,2025 Topps Update Series - Danny Jansen #US81 Golden Mirror Image Variations,,,orion_co,2025 Topps Update Series - Danny Jansen #US81 Golden Mirror Image Variations,,
Kristian Campbell,Gold 50,14.99,14.99,1.0,0.0,brownie24,Kristian Campbell 2025 Topps Update #RRR-KC Rising Rookies Relic Gold /50,,,brownie24,Kristian Campbell 2025 Topps Update #RRR-KC Rising Rookies Relic Gold /50,,
Luke Keaschall,Purple Rainbow,14.99,14.99,1.0,0.0,zdawgs-cards,Luke Keaschall 2025 Topps Update #US16 #/250 PURPLE RC ROOKIE,,,zdawgs-cards,Luke Keaschall 2025 Topps Update #US16 #/250 PURPLE RC ROOKIE,,
Moisés Ballesteros,Green Foil,13.99,13.99,1.0,0.0,cojcoll89,2025 Topps Update #US236 Moisés Ballesteros Green Rainbow Foil #/99 SP RC,,,cojcoll89,2025 Topps Update #US236 Moisés Ballesteros Green Rainbow Foil #/99 SP RC,,
Moisés Ballesteros,Purple Rainbow,13.95,13.95,1.0,0.0,aimhighcollectibles,Moisés Ballesteros 2025 Topps Update #US236 Purple Holo Foil #/250 Chicago Cubs,,,aimhighcollectibles,Moisés Ballesteros 2025 Topps Update #US236 Purple Holo Foil #/250 Chicago Cubs,,
Luke Keaschall,Photo Variation,12.98,12.98,1.0,0.0,munro-k,2025 Topps Update LUKE KEASCHALL Image Variation RC CC36 Twins Rookie,,,munro-k,2025 Topps Update LUKE KEASCHALL Image Variation RC CC36 Twins Rookie,,
Drake Baldwin,Gold 2025,12.0,12.0,1.0,0.0,dakonf_17,2025 Topps Update Series - Drake Baldwin Rookie Debut #US113 Gold /2025 (RC),,,dakonf_17,2025 Topps Update Series - Drake Baldwin Rookie Debut #US113 Gold /2025 (RC),,
Nick Kurtz,Diamante,11.85,11.85,1.0,0.0,nolongerahoarder82,2025 Topps Update DIAMANTE SP Nick Kurtz RC #US197 Rookie Debut  Athletics💎🔥👀,,,nolongerahoarder82,2025 Topps Update DIAMANTE SP Nick Kurtz RC #US197 Rookie Debut  Athletics💎🔥👀,,
Nick Kurtz,Orange Black,11.74,11.74,1.0,0.0,blessed-cards,2025 Topps Update - Nick Kurtz #US201 Orange & Black Parallel (RC),,,blessed-cards,2025 Topps Update - Nick Kurtz #US201 Orange & Black Parallel (RC),,
Julio Rodríguez / Randy Arozarena,Canvas 50,11.31,11.31,1.0,0.0,imperial_sports_cards,Julio Rodríguez Randy Arozarena 2025 Topps Update Canvas #/50 Mariners #US244,,,imperial_sports_cards,Julio Rodríguez Randy Arozarena 2025 Topps Update Canvas #/50 Mariners #US244,,
Marcelo Mayer,Gold 2025,10.25,10.25,1.0,0.0,mitten_cards,2025 Topps Update Series - Rookie Debut Marcelo Mayer #US276 Gold /2025 (RC),,,mitten_cards,2025 Topps Update Series - Rookie Debut Marcelo Mayer #US276 Gold /2025 (RC),,
Kristian Campbell,Green Foil,10.0,10.0,1.0,0.0,patricksales30,2025 Topps Update Series Kristian Campbell #US1 Green Rainbow Foil 77 /99 (RC),,,patricksales30,2025 Topps Update Series Kristian Campbell #US1 Green Rainbow Foil 77 /99 (RC),,
Matt Shaw,Blue Rainbow,10.0,10.0,1.0,0.0,kandhsports,2025 Topps Update Matt Shaw Major League Material Blue SP 019/150 RC Relic Cubs,,,kandhsports,2025 Topps Update Matt Shaw Major League Material Blue SP 019/150 RC Relic Cubs,,
Dairon Blanco,Gold 50,9.99,9.99,1.0,0.0,pickledpicksandpulls,Dairon Blanco 2025 Topps Update Gold Holo Foil /50 #US88 Kansas City Royals,,,magnoliastatecards,Dairon Blanco 2025 Topps Update Series Baseball Gold Rainbow Foil 04/50 Royals,,
Dalton Rushing,Green Foil,9.99,9.99,1.0,0.0,byb11,2025 Topps Update Dalton Rushing Silver Pack Green Rookie 77/99,,,byb11,2025 Topps Update Dalton Rushing Silver Pack Green Rookie 77/99,,
Tomoyuki Sugano,Gold 50,9.99,9.99,1.0,0.0,rygod_4095,2025 Topps Update Baseball - Tomoyuki Sugano Silver Pack #U90C-45 (GOLD /50),,,michaeljames44,2025 Topps Update Series Rookie Debut Tomoyuki Sugano #US55 Gold Rainbow /50,,
Caleb Durbin,Green Foil,9.98,9.98,1.0,0.0,gummyratz,2025 Topps Update Caleb Durbin Green Debut /99 RC,,,gummyratz,2025 Topps Update Caleb Durbin Green Debut /99 RC,,
Zac Veen,Gold 50,9.95,9.95,1.0,0.0,dugout21f,2025 Topps Update Gold Holo Foil #US2 Zac Veen /50 - NM-MT,,,dugout21f,2025 Topps Update Gold Holo Foil #US2 Zac Veen /50 - NM-MT,,
Chandler Simpson,Blue Rainbow,9.74,9.74,1.0,0.0,curtis68,2025 Topps Update Rookie Blue Parallel Chandler Simpson #US277 - #80/150,,,curtis68,2025 Topps Update Rookie Blue Parallel Chandler Simpson #US277 - #80/150,,
Matt Shaw,Photo Variation,9.49,9.49,1.0,0.0,bcsportscardshop,2025 Topps Update Matt Shaw RC Rookie Image Variation Companion Card CC3–2 CUBS,,,bcsportscardshop,2025 Topps Update Matt Shaw RC Rookie Image Variation Companion Card CC3–2 CUBS,,
Cam Smith,Green Foil,8.99,8.99,1.0,0.0,rjvec,2025 Topps Update Green Holo Foil #US45 Cam Smith RC 63/99 Houston Astros,,,rjvec,2025 Topps Update Green Holo Foil #US45 Cam Smith RC 63/99 Houston Astros,,
Christian Vázquez,Camo 25,8.99,8.99,1.0,0.0,jetsfool24,2025 Topps Update Christian Vázquez US7 Camo /25 SP Minnesota Twins,,,jetsfool24,2025 Topps Update Christian Vázquez US7 Camo /25 SP Minnesota Twins,,
Pete Crow-Armstrong,Gold 2025,8.99,8.99,1.0,0.0,whodeyf_31,2025 TOPPS UPDATE SERIES GOLD /2025 #US164 PCA HAS A DAY PETE CROW-ARMSTRONG,,,whodeyf_31,2025 TOPPS UPDATE SERIES GOLD /2025 #US164 PCA HAS A DAY PETE CROW-ARMSTRONG,,
Chandler Simpson,Purple Rainbow,8.98,8.98,1.0,0.0,memlove86,2025 Topps Update Purple Foil /250 Chandler Simpson RC Tampa Bay Rays,,,memlove86,2025 Topps Update Purple Foil /250 Chandler Simpson RC Tampa Bay Rays,,
Caleb Durbin,Blue Rainbow,8.68,8.68,1.0,0.0,gradedfools,2025 Topps Update #US170 - Caleb Durbin - Blue Foil ser# /150 - RC,,,gradedfools,2025 Topps Update #US170 - Caleb Durbin - Blue Foil ser# /150 - RC,,
Nick Kurtz,Night Terrors,8.63,8.63,1.0,0.0,ri_fashions,2025 Topps Update Nick Kurtz Rookie Night Terrors Pink Parallel #NT-5,,,ri_fashions,2025 Topps Update Nick Kurtz Rookie Night Terrors Pink Parallel #NT-5,,
Edgar Quero,Green Foil,8.5,8.5,1.0,0.0,angelred34,2025 Topps Update #US325 Edgar Quero Green Holo Foil #/99,,,angelred34,2025 Topps Update #US325 Edgar Quero Green Holo Foil #/99,,
Mick Abel,Green Foil,8.49,8.49,1.0,0.0,808_is_aloha,MICK ABEL 2025 Topps Update #US270 GREEN RAINBOW FOIL RC Rookie /99 SP Phillies,,,808_is_aloha,MICK ABEL 2025 Topps Update #US270 GREEN RAINBOW FOIL RC Rookie /99 SP Phillies,,
Michael Darrell-Hicks,Vintage 99,8.45,8.45,1.0,0.0,dugout21f,2025 Topps Update Vintage Stock #US319 Michael Darrell-Hicks /99 - NM-MT,,,arrc-cards,Michael Darrell-Hicks RC /99 Vintage Stock - 2025 Topps Update #US319 LA Angeles,,
Kristian Campbell,Gold 2025,7.49,7.49,1.0,0.0,callyheels_828,"2025 Topps Update Series Kristian Campbell (RC, RD) GOLD /2025 #US129 Debut",,,waitingforwinter,2025 Topps Update KRISTIAN CAMPBELL GOLD PARALLEL /2025 Rookie Debut #US129,,
Caleb Durbin,Holiday Jackolantern,7.3,7.3,1.0,0.0,dieselscards93,2025 Topps Update Caleb Durbin Holiday Jack O'Lantern Rookie Debut RC,,,dieselscards93,2025 Topps Update Caleb Durbin Holiday Jack O'Lantern Rookie Debut RC,,
Chandler Simpson,Photo Variation,7.29,7.29,1.0,0.0,badgers0821,2025 Topps Update Chandler Simpson Rookie #CC3-7 Companion Image Variation SP RC,,,badgers0821,2025 Topps Update Chandler Simpson Rookie #CC3-7 Companion Image Variation SP RC,,
Edgar Quero,Blue Rainbow,7.11,7.11,1.0,0.0,jctiger1986,2025 Topps Update #US325 Edgar Quero Blue Holo Foil #/150,,,jctiger1986,2025 Topps Update #US325 Edgar Quero Blue Holo Foil #/150,,
Armando Alvarez,Green Foil,6.99,6.99,1.0,0.0,warriorcards65,Armando Alvarez 2025 Topps Update Green Rainbow Foil US161 #/99 Twins Rookie,,,diamond.27,Armando Alvarez RC 28/99 Green Rainbow Foil 2025 Topps Update US161 Twins,,
Mickey Gasper,Green Foil,6.97,6.97,1.0,0.0,comc_consignment,2025 Topps Update Green Rainbow Foil /99 Mickey Gasper #US291 0u2l,,,comc_consignment,2025 Topps Update Green Rainbow Foil /99 Mickey Gasper #US291 tw0,,
Cam Smith,Gold 2025,6.81,6.81,1.0,0.0,10chucks,2025 Topps Update CAM SMITH Rookie Debut Gold /2025 #US45 Astros,,,10chucks,2025 Topps Update CAM SMITH Rookie Debut Gold /2025 #US45 Astros,,
Zac Veen,Purple Rainbow,6.5,6.5,1.0,0.0,maxtastic10,2025 Topps Update Zac Veen Rookie RC #US2 Purple Rainbow Foil /250 Color Match,,,maxtastic10,2025 Topps Update Zac Veen Rookie RC #US2 Purple Rainbow Foil /250 Color Match,,
Bryce Harper,Blue Rainbow,6.49,6.49,1.0,0.0,evildecepticon98,2025 Topps Update Series #US107 Bryce Harper N. Castellanos Blue Holofoil /150,,,evildecepticon98,2025 Topps Update Series #US107 Bryce Harper N. Castellanos Blue Holofoil /150,,
nan,Vintage 99,6.32,6.32,1.0,0.0,stone_cold_cards,2025 Topps Update Series Christian Vazquez Vintage Stock /99 #US7,,,stone_cold_cards,2025 Topps Update Series Christian Vazquez Vintage Stock /99 #US7,,
Marcelo Mayer,Green Foil,6.29,6.29,1.0,0.0,mrisden44,2025 Topps Update Marcelo Mayer RC 35th Year Anniversary green 54/99 U90-9,,,mrisden44,2025 Topps Update Marcelo Mayer RC 35th Year Anniversary green 54/99 U90-9,,
Kristian Campbell,Purple Rainbow,6.24,6.24,1.0,0.0,dc24,2025 Topps Update KRISTIAN CAMPBELL RC #/250 PURPLE RAINBOW FOIL Red Sox US129,,,dc24,2025 Topps Update KRISTIAN CAMPBELL RC #/250 PURPLE RAINBOW FOIL Red Sox US129,,
Agustín Ramírez,Blue Rainbow,6.11,6.11,1.0,0.0,jctiger1986,2025 Topps Update #US332 Agustín Ramírez Blue Holo Foil #/150,,,jctiger1986,2025 Topps Update #US332 Agustín Ramírez Blue Holo Foil #/150,,
Chase Dollander,Chrome,6.1,6.1,1.0,0.0,conshysportscards,2025 Topps Update 2025 Topps Chrome Update #90CU-16 Chase Dollander RC Rockies,,,conshysportscards,2025 Topps Update 2025 Topps Chrome Update #90CU-16 Chase Dollander RC Rockies,,
Chandler Simpson,Gold 2025,6.0,6.0,1.0,0.0,garbagepailkidsstore,🪶2025 Topps Update Series Gold #US349 Chandler Simpson RC Rookie /2025,,,garbagepailkidsstore,🪶2025 Topps Update Series Gold #US349 Chandler Simpson RC Rookie /2025,,
Nick Kurtz,Black Gold,6.0,6.0,1.0,0.0,ldcollectibles25,2025 Topps Update Series Topps Black Gold Nick Kurtz Rookie #BG-20 Athletics,,,ldcollectibles25,2025 Topps Update Series Topps Black Gold Nick Kurtz Rookie #BG-20 Athletics,,
Chase Dollander,Green Foil,5.99,5.99,1.0,0.0,brownie24,Chase Dollander Rookie 2025 Topps Update SMLB-68 Green Foil /99 Colorado Rockies,,,brownie24,Chase Dollander Rookie 2025 Topps Update SMLB-68 Green Foil /99 Colorado Rockies,,
Coby Mayo,Gold 2025,5.99,5.99,1.0,0.0,carpie33,2025 Topps Update Coby Mayo RC Gold Border Rookie Debut #744/2025 Orioles,,,aidanscardss,2025 Topps Update Coby Mayo Rookie Debut Gold /2025,,
Zach Agnos,Blue Rainbow,5.99,5.99,1.0,0.0,custom_collectibles_of_louisiana,2025 Topps Update Zach Agnos Blue Rainbow Foil /150 #US31 RC,,,ilied66,2025 Topps Update Zach Agnos Blue Rainbow Foil Holofoil Rookie RC #US31 /150,,
Caleb Durbin,Aqua Rainbow,5.98,5.98,1.0,0.0,thesenate66,2025 Topps Update Caleb Durbin #US170 Aqua Rainbow Foil,,,thesenate66,2025 Topps Update Caleb Durbin #US170 Aqua Rainbow Foil,,
Caleb Durbin,Purple Rainbow,5.98,5.98,1.0,0.0,gameballsportscards,2025 Topps Update Caleb Durbin #US59 Rookie RC Purple Rainbow Foil /250 Brewers,,,gameballsportscards,2025 Topps Update Caleb Durbin #US59 Rookie RC Purple Rainbow Foil /250 Brewers,,
Cam Smith,SSP,5.98,5.98,1.0,0.0,gannonsknickknacksnthings,2025 Topps Update Cam Smith RC  SSP CC3-3 Comparison Card Houston Astros ￼,,,gannonsknickknacksnthings,2025 Topps Update Cam Smith RC  SSP CC3-3 Comparison Card Houston Astros ￼,,
Cam Smith,Holiday Jackolantern,5.75,5.75,1.0,0.0,bdoubleu,2025 Topps Update Series - Cam Smith #US45 Jack-O'-Lantern Foil (RC) #625,,,bdoubleu,2025 Topps Update Series - Cam Smith #US45 Jack-O'-Lantern Foil (RC) #625,,
Cam Smith,Photo Variation,5.5,5.5,1.0,0.0,demere_69,2025 Topps Update Cam Smith Astros Image Variation Companion Card RC #CC3-3 SP,,,demere_69,2025 Topps Update Cam Smith Astros Image Variation Companion Card RC #CC3-3 SP,,
Dalton Rushing,Blue Rainbow,5.5,5.5,1.0,0.0,x2jzka,2025 Topps Update - Dalton Rushing #US38 - Blue /150 (RC),,,x2jzka,2025 Topps Update - Dalton Rushing #US38 - Blue /150 (RC),,
Cam Smith,Purple Rainbow,5.45,5.45,1.0,0.0,delcojoescards,2025 Topps Update Cam Smith Purple Foil Debut RC /250,,,delcojoescards,2025 Topps Update Cam Smith Purple Foil Debut RC /250,,
Zac Veen,Blue Rainbow,5.25,5.25,1.0,0.0,tldecker77,2025 Topps Update Colorado Rockies Zac Veen(RC) Blue Rainbow Foil /150 #286,,,tldecker77,2025 Topps Update Colorado Rockies Zac Veen(RC) Blue Rainbow Foil /150 #286,,
Nick Kurtz,Base Rainbow,5.0,5.0,1.0,0.0,barrett-harms,2025 Topps Update Series #U90-17 Nick Kurtz Rookie Athletics Rainbow Foil,,,barrett-harms,2025 Topps Update Series #U90-17 Nick Kurtz Rookie Athletics Rainbow Foil,,
Agustín Ramírez,Purple Rainbow,4.99,4.99,1.0,0.0,breakwithjake,2025 Topps Update Agustín Ramírez Purple Rainbow Foil Miami Marlins #/250,,,breakwithjake,2025 Topps Update Agustín Ramírez Purple Rainbow Foil Miami Marlins #/250,,
Chase Dollander,Purple Rainbow,4.99,4.99,1.0,0.0,colecard,2025 Topps Update-Chase Dollander Rookie Purple Holo Foil /250-Colorado Rockies,,,colecard,2025 Topps Update-Chase Dollander Rookie Purple Holo Foil /250-Colorado Rockies,,
Dalton Rushing,Purple Rainbow,4.99,4.99,1.0,0.0,baade3,2025 Topps Update #US38 Dalton Rushing RC Dodgers- Purple #/250,,,baade3,2025 Topps Update #US38 Dalton Rushing RC Dodgers- Purple #/250,,
Mick Abel,Purple Rainbow,4.99,4.99,1.0,0.0,seanssportscards25,2025 Topps Update MICK ABEL Rookie Debut Purple Foil /250 #US270,,,seanssportscards25,2025 Topps Update MICK ABEL Rookie Debut Purple Foil /250 #US270,,
