seller_username,title,all_in_price,CT_list,player_guess
pskell02,2025 Topps Update Grant Wolfram #US114,1.84,,Grant Wolfram
breakknight,Grant Wolfram 2025 Topps Update Series Pink Diamante Foil Orioles RC ⭐️ MINT,12.94,Diamante,Grant Wolfram
synergyycards,2025 Topps Update #US114 Grant Wolfram,2.25,,Grant Wolfram
shooterscardsplus,2025 Topps Update Series - Grant Wolfram #US114 (RC),1.92,,Grant Wolfram
sdcardsandcomics,2025 Topps Update #US114 Grant Wolfram,2.0,,Grant Wolfram
gametimecards247,2025 Topps Update Grant Wolfram Rookie Card RC #US114,1.71,,Grant Wolfram
snakepit585,2025 Topps Update Series - Grant Wolfram #US114 (RC),2.69,,Grant Wolfram
wny_hobbyclub,2025 Topps Update Grant Wolfram Rookie,1.99,,Grant Wolfram
stuff2sellu,2025 Topps Update #US114 Grant Wolfram,2.0,,Grant Wolfram
crainscards,2025 Topps Update Grant Wolfram Card # US114 Diamante Foil Baltimore Orioles MLB,3.29,Diamante,Grant Wolfram
ricoscollectibles,2025 Topps Update Series - Grant Wolfram #US114 (RC),2.25,,Grant Wolfram
aimhighcollectibles,Grant Wolfram 2025 Topps Update #US114 Golden Mirror Variations Orioles RC,54.95,Golden Mirror,Grant Wolfram
outfieldace,2025 Topps Update #US114 Grant Wolfram Holiday Baltimore Orioles RC,3.0,,Grant Wolfram
firehousesportzcardz,2025 Topps Update #US114 Grant Wolfram,1.39,,Grant Wolfram
ericscardsii,Grant Wolfram 2025 Topps Update Baltimore Orioles #US114,1.66,,Grant Wolfram
traneofthought,Grant Wolfram 2025 Topps Update #US114 Diamante Foil Rookie,2.99,Diamante,Grant Wolfram
lottscreekmarket,2025 Topps Update Series - Grant Wolfram #US114 (RC),2.28,,Grant Wolfram
nacraw_81,2025 Topps Update Series Grant Wolfram Diamante Foil RC #US114 Orioles,2.99,Diamante,Grant Wolfram
tabbysportscards2022,2025 Topps Update Grant Wolfram #US114 Sandglitter Baltimore Orioles 29G,2.72,Sandglitter,Grant Wolfram
hambohobbyshop,2025 Topps Update #US114 Grant Wolfram RC Blue Foil #/150 Baltimore Orioels,10.99,Blue Rainbow,Grant Wolfram
firehousesportzcardz,2025 Topps Update #US114 Grant Wolfram,1.39,,Grant Wolfram
thesteinie,2025 Topps Update Grant Wolfram RC #US114 Pink Diamante Foil Orioles,8.37,Diamante,Grant Wolfram
22crazyforcards,2025 Topps Update Series Baseball US114 Grant Wolfram RC CAMO #/25,60.0,Camo 25,Grant Wolfram
infinityartmedia,GRANT WOLFRAM—2025 Topps Update Chrome Prism Refractor #USC197—ROOKIE CARD,2.86,Chrome,Grant Wolfram
gq_cards,2025 Topps Update -Grant Wolfram RC #US114 -Gold Sand Glitter SN #03/50 SSP LOW!,43.75,"Gold 50, Sandglitter, SSP",Grant Wolfram
oceancardsandcollectables,2025 Topps Update #US114 Grant Wolfram Baltimore Orioles RC,1.69,,Grant Wolfram
coachssp92,2025 Topps Update Grant Wolfram #US114 Jack O Lantern Foil RC SP,4.99,Holiday Jackolantern,Grant Wolfram
calicardsandmore,GRANT WOLFRAM 2025 Topps Update GOLD FOIL ROOKIE RC 01/50 Orioles US114,44.99,Gold 50,Grant Wolfram
ronopus,"Grant Wolfram 2025 Topps Update Series Holiday Orange Foil ""Jack O Lanterns"" SP",15.0,Orange Black,Grant Wolfram
mostarcollectibles,2025 Topps Update Baseball - Grant Wolfram Rookie #US114 (Sandglitter Foil),2.71,Sandglitter,Grant Wolfram
jemclau5287,2025 Topps Update Chrome Grant Wolfram Teal Refractor (RC) /299 #USC31,3.59,Chrome,Grant Wolfram
bam_squad,2025 Topps Update Grant Wolfram RC #US114 Green Sparkle SP /99 Orioles,22.98,Green Foil,Grant Wolfram
schleidscards24,2025 Topps Update #US114 Grant Wolfram Orange Holiday Foil Rookie RC Orioles,1.99,Orange Black,Grant Wolfram
cards6225,2025 Topps Update Series - Grant Wolfram #US114 (RC) Topps Foil 🌈,3.0,,Grant Wolfram
thesenate66,2025 Topps Update Grant Wolfram #US114 Gold /2025 RC Orioles,3.98,Gold 2025,Grant Wolfram
acts_of_insanity,2025 Topps Update Grant Wolfram RC #US114 Gold Diamante Foil SN #/50 NM,33.59,"Diamante, Gold 50",Grant Wolfram
rccardco,"2025 Topps Update Chrome - Drake Baldwin, ROTY /5",400.0,Chrome,Drake Baldwin
jk05_33,Drake Baldwin #US87 (RC) - 2025 Topps Update Series,2.0,,Drake Baldwin
raham_2127,2025 Topps Update Chrome - Drake Baldwin #USC96 Teal RayWave  /299 (RC),21.58,Chrome,Drake Baldwin
outfieldace,2025 Topps Update Series - 1990 Topps Baseball Autographs Drake Baldwin #90AU-DB,86.0,1990,Drake Baldwin
jts_fieldofcards,2025 Topps Update #US113 Drake Baldwin (RC) ⭐Rookie Debut⭐ Atlanta Braves,2.25,,Drake Baldwin
btcn12sports,2025 Topps Update #US87 Drake Baldwin Blue /150 + Gold Parallel Rookie Braves,50.75,Blue Rainbow,Drake Baldwin
jwscards27,2025 Topps Update Series Drake Baldwin 35th Anniversary Holofoil RC #U90-32 ROY,2.98,1990,Drake Baldwin
its4salehere90,2025 Topps Update DRAKE BALDWIN RC Blue AUTO 005/150 Braves,104.49,Blue Rainbow,Drake Baldwin
themonkeyman717,2025 Topps Update - #US87 Drake Baldwin (RC),1.79,,Drake Baldwin
muck1201,2025 Topps Update Series - #US87 Drake Baldwin (RC) Braves,1.74,,Drake Baldwin
sterlingsteve845,2025 Topps Update Series Drake Baldwin Gold Sand Glitter RC /50,55.97,"Gold 50, Sandglitter",Drake Baldwin
yankeefan_mm7,2025 Topps Update DRAKE BALDWIN - Rookie of Year - ROY - CANVAS - #US113 13/50,254.5,Canvas 50,Drake Baldwin
comebackcollectibles,2025 Topps Update Drake Baldwin Companion Card #CC3-4 Atlanta Braves,11.99,,Drake Baldwin
thepackripper,2025 Topps Update Drake Baldwin RC Rookie Canvis /50 #US87,233.75,Canvas 50,Drake Baldwin
tradingcardexpress,2025 Topps Update Drake Baldwin RC #US-87 Braves,2.7,,Drake Baldwin
desert_vikings,2025 Topps Update Drake Baldwin Rookie Debut RC #US113 Rainbow Foil Braves,2.5,Base Rainbow,Drake Baldwin
southpawcc,2025 Topps Update Drake Baldwin #US113 Sandglitter Foil Braves RC,4.25,Sandglitter,Drake Baldwin
bsisko9,DRAKE BALDWIN Green /99 Chrome Mojo RC Braves - 2025 Topps Update,31.98,"Chrome, Green Foil",Drake Baldwin
pc_sportscards,Drake Baldwin 2025 Topps Update #U90C-4 Green Mojo Refractor Chrome 1990 RC /99,30.5,"Chrome, Green Foil, 1990",Drake Baldwin
italistali,Drake Baldwin 2025 Topps Update Purple Holo Foil /250 US87 Rookie RC,15.99,Purple Rainbow,Drake Baldwin
dojo1747,2025 Topps Update Drake Baldwin 35th Anniversary Rainbow Foil #U90-32 RC Braves,2.5,"Base Rainbow, 1990",Drake Baldwin
jdbruns87,2025 Topps Update DRAKE BALDWIN RC Real One Auto Green Foil Parallel /99 - US87,205.98,"Green Foil, Flagship Real One",Drake Baldwin
hunterx21,2025 Topps Update Drake Baldwin 35th Anniversary Rainbow Foil #U90-32 RC Braves,3.5,"Base Rainbow, 1990",Drake Baldwin
kimmel4347,2025 Topps Update Blue Rainbow Foil Drake Baldwin #/150 US113 Braves RC Read Des,34.99,Blue Rainbow,Drake Baldwin
baseballkardsshop,Drake Baldwin RC 2025 Topps Update Rookie Debut #US113 Atlanta Braves,1.6,,Drake Baldwin
muck1201,2025 Topps Update Series Chrome Rookie Debut - #US88 Drake Baldwin (RC) Braves,1.74,Chrome,Drake Baldwin
bigfire3,2025 Topps Update Series - Rookie Debut Drake Baldwin #US113 (RC),1.99,,Drake Baldwin
ddobbswy,2025 Topps Update Drake Baldwin Rookie #US113 Rookie Debut Braves RC QTY,2.45,,Drake Baldwin
beto-6734,2025 Topps Update Drake Baldwin Rookie Debut Gold  Diamond Foil 40/50 #US113,75.0,Gold 50,Drake Baldwin
cobra22nd,2025 Topps Update #US113 Drake Baldwin RC Atlanta Braves RD,1.99,,Drake Baldwin
mllrddck,2025 Topps Update #U90-42 35th Anniversary Drake Baldwin (RC) Braves,3.0,1990,Drake Baldwin
ozzi7432,2025 Topps Update Series Drake Baldwin #US87 Rookie RC Meijer Exclusive Tinsel,20.98,,Drake Baldwin
junkwaxkids,2025 Topps Update #US87 Drake Baldwin,1.79,,Drake Baldwin
thesenate66,2025 Topps Update Series Drake Baldwin #U90-32 35th Anniversary RC,2.49,1990,Drake Baldwin
buckeyecards-216,DRAKE BALDWIN 2025 Topps Update Sand Glitter Rookie Debut #US113,4.99,Sandglitter,Drake Baldwin
kel-843882,2025 Topps Update Series - Drake Baldwin #US87 Holiday (RC),3.5,,Drake Baldwin
zags4life22,2025 Topps Update Series Drake Baldwin Holiday RC Debut Parallel #US113,2.98,,Drake Baldwin
pnw-406cardcollecting,Drake Baldwin Pink Diamante Foil Rookie RC 2025 Topps Update Card #US87 Braves,10.24,Diamante,Drake Baldwin
tessier337,Drake Baldwin RC 2025 TOPPS UPDATE /250 PURPLE RAINBOW FOIL Braves,19.24,Purple Rainbow,Drake Baldwin
jtownshrek,2025 Topps Update - Drake Baldwin ATL - Baseball Stars RC Auto Green #62/99,84.94,Green Foil,Drake Baldwin
ilied66,2025 Topps Update Drake Baldwin Pink Foil Rookie RC #US87,8.99,,Drake Baldwin
jlpt98,Drake Baldwin 2025 Topps update US87 Green Sand glitter 22/99,30.0,"Green Foil, Sandglitter",Drake Baldwin
cmsportscardz,2025 Topps Update DRAKE BALDWIN RC /99 GREEN FOIL Braves ROY,34.99,Green Foil,Drake Baldwin
dw_2005,2025 Topps Update - Drake Baldwin #RRR-DB Rising Rookies Relic,7.64,,Drake Baldwin
yankee-19,2025 Topps Update Drake Baldwin RC Gold Border 0512/2025 Atlanta Braves RC SP,31.32,Gold 2025,Drake Baldwin
rc_bst,DRAKE BALDWIN RC Rookie - Purple Foil #/250 2025 Topps Update #US87,17.83,Purple Rainbow,Drake Baldwin
sevenoutcards,2025 Topps Update Drake Baldwin #MMAU-DB Rookie Major League Material Auto 8/25,145.74,,Drake Baldwin
heart_of_texas_hobbyist,2025 Topps Update Drake Baldwin 35th Anniversary Rainbow Foil #U90-32 RC Braves,2.13,"Base Rainbow, 1990",Drake Baldwin
kosportsandcards,2025 Topps Update DRAKE BALDWIN Green Parallel Rookie Debut 51/99 RC Braves,54.5,Green Foil,Drake Baldwin
carpie33,2025 Topps Update Series - Drake Baldwin #US87 Rainbow Foil (RC),3.99,Base Rainbow,Drake Baldwin
zwe-5391,2025 Topps Update Drake Baldwin 35th Anniversary Rainbow Foil #U90-32 RC Braves,3.0,"Base Rainbow, 1990",Drake Baldwin
robda_58,2025 Topps Update Series Drake Baldwin Tinsel Foil RC #US87 Meijer Exclusive,15.99,,Drake Baldwin
boston_championship_fan,DRAKE BALDWIN 96/99 Vintage Stock Variation! 2025 TOPPS UPDATE Rookie Rc #US87,99.99,Vintage 99,Drake Baldwin
elevass23,2025 Topps Update Drake Baldwin (RC) #US87 Silver Sandglitter - Braves,8.0,Sandglitter,Drake Baldwin
beaujackson35,Drake Baldwin Tinsel Parallel showing In 2025 Topps Update Meijer Blister Pack,39.0,,Drake Baldwin
mnsportscards22,2025 Topps Update Drake Baldwin Rookie GMG Graded 10 Gem Mint 💎 #US113 RC Debut,29.45,,Drake Baldwin
nickchap,2025 Topps Update Series - Drake Baldwin #US87 (RC),1.99,,Drake Baldwin
phatlou,2025 Topps Update Drake Baldwin RC True Photo Variation US113 ROY SSP Case Hit,80.0,"Photo Variation, SSP",Drake Baldwin
pull-and-pull,2025 Topps Update Series - Gold Rookie Debut #US113 Drake Baldwin (RC) /2025,16.7,Gold 2025,Drake Baldwin
83swag,2025 Topps Update - DRAKE BALDWIN (Rookie Debut) #US113 - INDEPENDENCE DAY - /76,105.98,Independence Day 76,Drake Baldwin
frankc_512,2025 Topps Update  - Drake Baldwin Blue Holofoil 073/150 Rc Read Description,22.99,Blue Rainbow,Drake Baldwin
3-2count24,2025 Topps Update Series - Rookie Debut Drake Baldwin #US113 Rainbow Foil (RC),2.49,Base Rainbow,Drake Baldwin
doubletrouble_2011,2025 Topps Update Series Drake Baldwin Gold Sand Glitter RC /50,44.99,"Gold 50, Sandglitter",Drake Baldwin
cardboardking0304,2025 Topps Update Drake Baldwin Diamante Foil #US87 RC Rookie Atlanta Braves,4.47,Diamante,Drake Baldwin
bigape09,2025 Topps Update Series - Rookie Debut Drake Baldwin #US113 Gold /2025 (RC),21.6,Gold 2025,Drake Baldwin
dfw_bullionandcollectibles,2025 Topps Update #US113 Drake Baldwin (RC) ROOKIE DEBUT   -   Atlanta Braves,1.79,,Drake Baldwin
chesapeakeoc,2025 Topps Update - DRAKE BALDWIN (Rookie Debut) #US113 - INDEPENDENCE DAY - /76,99.99,Independence Day 76,Drake Baldwin
thebradfordfish,2025 Topps update Drake Baldwin vintage stock /99 RC US87,164.99,Vintage 99,Drake Baldwin
desorr67,2025 Topps Updated Series RC Drake Baldwin SSP,410.0,SSP,Drake Baldwin
booker7862,2025 Topps Update Drake Baldwin Major League Material RC Jersey #MMU-DB Braves,7.0,,Drake Baldwin
rumblenavy315,2025 Topps Update Drake Baldwin Rookie RC Holiday Ghost #US87 Braves,18.99,Holiday Ghost,Drake Baldwin
usa-sales,2025 Topps Update Series - Drake Baldwin #US87 (RC),1.74,,Drake Baldwin
mcucinella,2025 Topps Update Series Drake Baldwin True Photo Variation RC #US87,84.84,Photo Variation,Drake Baldwin
dakonf_17,2025 Topps Update Series - Drake Baldwin Rookie Debut #US113 Gold /2025 (RC),12.0,Gold 2025,Drake Baldwin
toolle,DRAKE BALDWIN RC GOLD PARALLEL SP 0338/2025 2025 TOPPS UPDATE US87,20.0,Gold 2025,Drake Baldwin
deasley_1,2025 Topps Update Pick from drop down list,5.49,,
seaweed21,2025 Topps Update Baseball Card Complete Finish Fil Your List U-Pick #1-240,1.79,,
comc_consignment,2025 Topps Update Romy Gonzalez #US112 1gc7,5.44,,Romy Gonzalez
southernsandlotcollectibles,2025 Topps Update Holiday | Halloween | Base - Choose (Pick) Your Player,1.49,,
thesorcererssupply,Romy Gonzalez (Purple Rainbow Foil 194/250)- 2025 Topps Update #US112,10.0,Purple Rainbow,Romy Gonzalez
gotbaseballcards,2025 Topps Update #US112 Romy Gonzalez Boston Red Sox,2.98,,Romy Gonzalez
olympus_breaks,"2025 Topps Update Series Halloween Parallel SPs, Jack O Lantern SP  & Ghost SP",2.49,Holiday Jackolantern,
acts_of_insanity,Romy Gonzalez 2025 Topps Update Series #US112 Gold /2025 Red Sox NM,3.59,Gold 2025,Romy Gonzalez
mrscrapstradingcards,2025 Topps Update #US112 Romy Gonzalez HOLIDAY,2.99,,Romy Gonzalez
copperstatecards,2025 Topps Update #US112 Romy Gonzalez Boston Red Sox,2.25,,Romy Gonzalez
baade3,2025 Topps Update-  Romy Gonzalez #US112 Gold 2010/2025,4.99,Gold 2025,Romy Gonzalez
jdogsrelics,2025 Topps Update #US112 Romy Gonzalez Boston Red Sox Baseball,1.74,,Romy Gonzalez
im3xlucky,2025 Topps Update Sand Glitter Parallel Card of Romy Gonzalez - Red Sox,3.74,Sandglitter,Romy Gonzalez
ntcardvault,2025 Topps Update Rainbow Foil- Romy Gonzalez,2.99,Base Rainbow,Romy Gonzalez
happyyouniverse,2025 Topps Update Series Base Romy Gonzalez Boston Red Sox #US112,2.18,,Romy Gonzalez
simply-cards,2025 Topps Update #US112 Romy Gonzalez NM-MT Red Sox ID:80019,1.75,,Romy Gonzalez
bbcardssrqllc,2025 Topps Update #US112 Romy Gonzalez,2.0,,Romy Gonzalez
supply-rabbit,2025 Topps Update #US112 Romy Gonzalez,1.79,,Romy Gonzalez
thecollectiblezone,2025 Topps Update #US112 Romy Gonzalez,3.08,,Romy Gonzalez
kandhsports,2025 Topps Update Series Baseball Sandglitter #US112 Romy Gonzalez Red Sox,4.1,Sandglitter,Romy Gonzalez
mercertl,2025 Topps Update #US112 Romy Gonzalez Boston Red Sox 4538,1.69,,Romy Gonzalez
mrscrapstradingcards,2025 Topps Update #US112 Romy Gonzalez Holiday,1.99,,Romy Gonzalez
jakpi20,2025 Topps Update Romy Gonzalez #US112 Boston Red Sox Baseball Card,1.99,,Romy Gonzalez
sportscardsforall,2025 Topps Update Series ROMY GONZALEZ Gold Parallel 0261/2025 -BOSTON RED SOX-,4.76,Gold 2025,Romy Gonzalez
acrowsfeast,2025 Topps Update Gold Parallel #US112 Romy Gonzalez Boston Red Sox /2025,3.74,Gold 2025,Romy Gonzalez
elk15vern,2025 Topps Update Romy Gonzalez Purple Rainbow Foil #/250 ~ Red Sox,9.58,Purple Rainbow,Romy Gonzalez
caleddie,2025 Topps Update Baseball # US112 Romy Gonzalez,2.25,,Romy Gonzalez
rams-1404,Romy Gonzalez #US112 2025 Topps Update Boston Red Sox,1.8,,Romy Gonzalez
junkwaxkids,2025 Topps Update #US112 Romy Gonzalez BUY2GET1 CODE: JWKFAN25,1.29,,Romy Gonzalez
1967dew,2025 Topps Update #US112 Romy Gonzalez - BB,2.49,,Romy Gonzalez
kegall-87,Romy Gonzalez 2025 Topps Update #US112 Boston Red Sox,1.75,,Romy Gonzalez
sportscarddock,2025 Topps Update Series - Romy Gonzalez #US112,1.69,,Romy Gonzalez
55in88,2025 Topps Update Romy Gonzalez Foil US 112,2.84,,Romy Gonzalez
seriouslyfastbrands,2025 Topps Update #US112 Romy Gonzalez,1.69,,Romy Gonzalez
ericscardsii,Romy Gonzalez 2025 Topps Update Boston Red Sox #US112,1.66,,Romy Gonzalez
jjtr57,2025 Topps Update Romy Gonzalez Jack O Lantern Foil Boston Red Sox #US119,3.99,Holiday Jackolantern,Romy Gonzalez
themagentatrade,2025 Topps Update Rainbow Foil Parallel Romy Gonzalez Red Sox US112,2.5,,Romy Gonzalez
pskell02,2025 Topps Update Romy Gonzalez #US112,1.84,,Romy Gonzalez
john.reynolds723,2025 Topps Update Series Base Romy Gonzalez Boston Red Sox #US112,1.49,,Romy Gonzalez
slammer1981,2025 Topps Update - #US112 Romy Gonzalez,1.84,,Romy Gonzalez
fielders843,2025 Topps Update #US112 Romy Gonzalez Holiday,1.95,,Romy Gonzalez
fiveonetwo_cards,2025 Topps Update Halloween Holiday Foil - Romy Gonzalez #US112 Boston Red Sox,2.29,,Romy Gonzalez
operationbnl_sportscards,Romy Gonzalez 2025 Topps Update #US112 Holo Foil Boston Red Sox,2.02,,Romy Gonzalez
jemclau5287,2025 Topps Update Romy Gonzalez #US112 Red Sox,1.89,,Romy Gonzalez
ste-705636,2025 Topps Update Diamante Red Sox 2 Cards - Romy Gonzalez & Luis Guerrero,1.99,Diamante,Luis Guerrero
anthony.rogers8960,2025 Topps Update Romy Gonzalez Holiday Foil SP,2.54,,Romy Gonzalez
operationbnl_sportscards,Romy Gonzalez 2025 Topps Update #US112 Rainbow Foil Boston Red Sox,2.02,,Romy Gonzalez
jagscollectables,2025 Topps Update #US112 Romy Gonzalez Rainbow Foil,1.92,Base Rainbow,Romy Gonzalez
mick_940120,Romy Gonzalez Boston Red Sox 2025 Topps Update Pink Holo Foil Parallel #US112,4.24,,Romy Gonzalez
fielders843,2025 Topps Update #US112 Romy Gonzalez,1.95,,Romy Gonzalez
katertot1372,2025 Topps Update US112 Romy Gonzalez Red Sox,2.25,,Romy Gonzalez
comebackcollectibles,2025 Topps Update Romy Gonzalez #US112 Boston Red Sox,1.99,,Romy Gonzalez
slammer1981,2025 Topps Update Series - #US112 Romy Gonzalez,1.84,,Romy Gonzalez
artnyc337,2025 Topps Update Series Romy Gonzalez #US112 Diamante Foil Boston Red Sox,2.49,Diamante,Romy Gonzalez
jadz-78,Romy Gonzalez 10/25 Memorial Day Camo 2025 Topps Update #US112 Red Sox MLB,20.49,Camo 25,Romy Gonzalez
vladtheinhaler,2025 Topps Update Series Base Romy Gonzalez Boston Red Sox #US112,1.69,,Romy Gonzalez
tandlshops,2025 Topps Update #US112 Romy Gonzalez Holiday,1.98,,Romy Gonzalez
thomaspettsportscards,2025 Topps Update Series - Romy Gonzalez #US112 Pink Diamante Foil,2.95,Diamante,Romy Gonzalez
drewmarkham1999,2025 Topps Update Series Romy Gonzalez ORANGE Refractor /25 #US112 Red Sox,34.0,Orange 25,Romy Gonzalez
value_box_cards,2025 Topps Update #US112 Romy Gonzalez,1.75,,Romy Gonzalez
cubbie_1908,"2025 Topps Update US112 Romy Gonzalez, Boston Red Sox",2.5,,Romy Gonzalez
cardmolecards,2025 Topps Update ROMY GONZALEZ Silver Foilboard Boston Red Sox US112,3.99,,Romy Gonzalez
muck1201,2025 Topps Update Series - Romy Gonzalez #US112 Red Sox,1.74,,Romy Gonzalez
wg5727,2025 Topps Update Series - Romy Gonzalez #US112,1.75,,Romy Gonzalez
keper-3226,2025 Topps Update Series - Romy Gonzalez #US112 Red Diamante /5,120.2,"Diamante, Red 5",Romy Gonzalez
ho742201,2025 Topps Update Series - Romy Gonzalez #US112 Gold /2025,2.48,Gold 2025,Romy Gonzalez
vlahos97,2025 Topps Update #US112 Romy Gonzalez True Photo Variation Case Hit SSP Red Sox,19.95,"Photo Variation, SSP",Romy Gonzalez
collinscollectiblesllc,Romy Gonzalez #US112 - 2025 Topps Update Series Purple Rainbow Foil /250 SSP #’d,9.0,"Purple Rainbow, SSP",Romy Gonzalez
hambohobbyshop,2025 Topps Update #US112 Romy Gonzalez Gold #/2025 Boston Red Sox,3.99,Gold 2025,Romy Gonzalez
reaperripssportscards,Romy Gonzalez #US112 2025 Topps Update Foil Boston Red Sox Baseball Card MLB NM,3.99,,Romy Gonzalez
medfordman,2025 Topps Update Romy Gonzalez US112 True Gold Foil /50 Red Sox,16.31,Gold 50,Romy Gonzalez
northstarcc,2025 Topps Update Series - Romy Gonzalez #US112 Gold /2025,2.2,Gold 2025,Romy Gonzalez
reaperripssportscards,Ronny Simon Rookie #US111 2025 Topps Update Pittsburgh Pirates Baseball Card MLB,3.99,,Ronny Simon
dkbbl8,2025 Topps Update #US111 Ronny Simon Pink Diamante Foil Rookie Pirates,2.99,Diamante,Ronny Simon
rack_pack_cards,Ronny Simon RC 2025 Topps Update Rookie Pirates,3.0,,Ronny Simon
steelcitygaragesale,2025 Topps Update RONNY SIMON #US111 Pittsburgh Pirates Rookie RC,1.59,,Ronny Simon
99sportscards,2025 Topps Update #US111 Ronny Simon Holiday,1.99,,Ronny Simon
toppscardtrader,2025 Topps Update Baseball Ronny Simon #US111 Gold /2025,9.99,Gold 2025,Ronny Simon
pnw-406cardcollecting,Ronny Simon Rookie RC 2025 Topps Update Series Card #US111 Pittsburgh Pirates,1.5,,Ronny Simon
niweb7358,2025 Topps Update Series #US111 Ronny Simon (RC),1.65,,Ronny Simon
talknsportz,2025 Topps Update RONNY SIMON Pittsburg Pirates ROOKIE RC #US111,2.31,,Ronny Simon
rysch173,2025 Topps Update Series Ronny Simon US111 RC Fanatics Exclusive Topps Foil SP,4.99,,Ronny Simon
626_baseballcards,2025 Topps Update Series Chrome - Ronny Simon (RC) #USC35,2.19,Chrome,Ronny Simon
pet_that_goat,2025 Topps Update - Rainbow Foil - #US111 Ronny Simon - RC - Pittsburgh Pirates,2.23,Base Rainbow,Ronny Simon
sliderbaseball,Ronny Simon Rookie TOPPS FOIL FANATICS EXCLUSIVE 2025 Topps Update US111,3.99,,Ronny Simon
417dlthome,2025 Topps Update Ronny Simon Rookie RC Green #/99 Pirates #US111,6.99,Green Foil,Ronny Simon
snakepit585,2025 Topps Update Series - Ronny Simon #US111 (RC),2.69,,Ronny Simon
aawha_49,2025 TOPPS UPDATE GOLD Orange 1/50 RC RONNY SIMON Pittsburgh PIRATES Rookie,49.99,Gold 50,Ronny Simon
dw_2005,2025 Topps Update - Ronny Simon #US111 Value Box Holiday RC,2.46,,Ronny Simon
steelcitygaragesale,2025 Topps Update RONNY SIMON #US111 Pittsburgh Pirates,1.99,,Ronny Simon
muck1201,2025 Topps Update - #US111 Ronny Simon (RC) Pirates,1.74,,Ronny Simon
jimmiepeyton4818,Ronny Simon 2025 Topps Update Orange Foil 24/25 Rookie RC Card #US111 READ,45.0,Orange 25,Ronny Simon
jrstewscards,2025 Topps Update Ronny Simon Pink Holo Foil RC #US111,4.0,,Ronny Simon
comebackcollectibles,2025 Topps Update Ronny Simon Rookie #US111 Pittsburgh Pirates,1.99,,Ronny Simon
ericscardsii,Ronny Simon 2025 Topps Update Pittsburgh Pirates #US111,1.66,,Ronny Simon
cascadia-sports-cards,Ronny Simon 2025 Topps Update Sandglitter #US111 Rookie,2.49,Sandglitter,Ronny Simon
phoeniciantrading,2025 Topps Update #US111 Ronny Simon Rainbow Foil,2.24,Base Rainbow,Ronny Simon
jemclau5287,2025 Topps Update Ronny Simon #US111 RAINBOW FOIL Parallel RC Pittsburgh Pirates,2.69,Base Rainbow,Ronny Simon
ppgshader,2025 Topps Update Ronny Simon Jack O’Lantern Foil RC Pittsburgh Pirates #US111,2.75,Holiday Jackolantern,Ronny Simon
jts_fieldofcards,2025 Topps Update Series #US111 Ronny Simon (RC) ⭐Rainbow Foil⭐ Pirates 🦜,1.95,Base Rainbow,Ronny Simon
weselleverything2u,2025 Topps Update Baseball Ronny Simon RC #US111 True Photo Variation,7.99,Photo Variation,Ronny Simon
ericobizzle11,2025 Topps Update✨Holiday Foil✨#US111 Ronny Simon (RC) Pirates- Free Shipping,1.99,,Ronny Simon
clayscards86,2025 Topps Update Series - Ronny Simon #US111 Holiday Orange & Black Foil (RC),1.99,Orange Black,Ronny Simon
peachstatesportscards,2025 Topps Update Chrome Update RC Refractor Ronny Simon PIRATES USC35,1.99,Chrome,Ronny Simon
dankoz-16,Ronny Simon 2025 Topps Update ORANGE HOLIDAY FOIL ROOKIE Pirates,2.5,Orange Black,Ronny Simon
jamspulls,2025 Topps Update Series Ronny Simon #US111 Gold /2025 (RC) Pittsburgh  Pirates,3.66,Gold 2025,Ronny Simon
sirpacksalot,2025 Topps Update - Ronny Simon #US111 (RC) Pink Sandglitter Pittsburgh Pirates,2.99,Sandglitter,Ronny Simon
jakpi20,2025 Topps Update Ronny Simon #US111 Rookie Card Pittsburgh Pirates,1.99,,Ronny Simon
jpsbargainbox,"2025 Topps Update #US111 Ronny Simon SN,RC Gold #/2025 Pittsburgh Pirates NM+",3.0,Gold 2025,Ronny Simon
bumpkincrafter,2025 Topps Update Foil Ronny Simon RC # US111,2.39,,Ronny Simon
sportscardbehavior,2025 Topps Update Ronny Simon RC #US111 Pink Sand Glitter - Pittsburgh Pirates,1.98,Sandglitter,Ronny Simon
stones1341,2) 2025 TOPPS UPDATE CHROME - #USC35 RONNY SIMON - ROOKIE X FACTOR / PIRATES.,1.75,Chrome,Ronny Simon
jsawcards,Ronny Simon 2025 Topps Update #US111 Rainbow Foil RC Pittsburgh Pirates,1.99,Base Rainbow,Ronny Simon
customframed,2025 Topps Update #US111 Ronny Simon Diamante Foil,1.89,Diamante,Ronny Simon
stewsblus,2025 Topps Update Ronny Simon Golden Mirror Image Variation Pirates RC,74.99,"Golden Mirror, Photo Variation",Ronny Simon
ilied66,2025 Topps Update Ronny Simon True Photo Rookie RC #US111,8.99,Photo Variation,Ronny Simon
valueboxcards247,2025 Topps Update Ronny Simon Rookie Diamante Foil #US111 Pittsburgh Pirates,1.99,Diamante,Ronny Simon
bsisko9,RONNY SIMON GOLD Orange /50 RC Pittsburgh PIRATES - 2025 Topps Update,12.98,Gold 50,Ronny Simon
sunnycoastsportscards,2025 Topps Update - Ronny Simon #US111 (RC) Pink Sandglitter Pittsburgh Pirates,2.0,Sandglitter,Ronny Simon
junkwaxkids,2025 Topps Update #US111 Ronny Simon,1.29,,Ronny Simon
