player_name_key,player_name_display,set_count,total_cards,2024_bowman,2024_bowman_chrome,2024_bowman_draft,2024_topps_chrome,2024_topps_chrome_update,2024_topps_series1,2024_topps_series2,2024_topps_update,2025_bowman,2025_bowman_chrome,2025_bowman_draft,2025_topps_chrome,2025_topps_chrome_update,2025_topps_series1,2025_topps_series2,2025_topps_update,2026_topps_heritage,2026_topps_series1
ha-seong kim,Ha-Seong Kim,5,7,,1,,,,2,1,2,,,,,,,,,1,
hagen danner,Hagen Danner,2,2,,,,1,1,,,,,,,,,,,,,
hagen smith,Hagen Smith,4,21,,,12,,,,,,6,1,2,,,,,,,
hank aaron,Hank Aaron,8,20,,,,,,1,3,4,,,,1,,2,4,2,,3
hank greenberg,Hank Greenberg,3,3,,,,,,1,1,,,,,,,,,,,1
hanley ramirez,Hanley Ramirez,4,7,,,,,,2,2,,,,,1,,,,2,,
hao-yu lee,Hao-Yu Lee,1,2,2,,,,,,,,,,,,,,,,,
haritzon castillo,Haritzon Castillo,1,2,,,,,,,,,,2,,,,,,,,
harmon killebrew,Harmon Killebrew,3,3,,,,,,1,1,,,,,,,,,1,,
harold baines,Harold Baines,2,2,,,,,,,,,,,,,,,1,,,1
harold ramírez,Harold Ramírez,1,1,,,,,,1,,,,,,,,,,,,
harold rivas,Harold Rivas,1,2,,,,,,,,,,2,,,,,,,,
harrison bader,Harrison Bader,7,9,,,,,1,,1,1,,,,1,2,,2,,1,
harry ford,Harry Ford,6,13,2,5,2,,,,,,1,,,,,,,,2,1
hayden alvarez,Hayden Alvarez,1,3,,,,,,,,,3,,,,,,,,,
hayden birdsong,Hayden Birdsong,7,16,,,,,,,,,,1,,2,3,2,3,4,,1
hayden senger,Hayden Senger,2,5,,,,,,,,,,,,,3,,,2,,
hayden wesneski,Hayden Wesneski,1,1,,,,,,1,,,,,,,,,,,,
heins brito,Heins Brito,1,2,,,,,,,,,,2,,,,,,,,
heliot ramos,Heliot Ramos,4,9,,,,,1,,,6,,,,,,,1,,,1
helton,Helton,3,3,,,,,,,,,,,,1,,,1,,,1
henderson,Henderson,1,1,,,,,,,,,,,,,,1,,,,
henry baez,Henry Baez,1,1,,,,,,,,,,1,,,,,,,,
henry davis,Henry Davis,7,40,3,4,,4,4,16,6,3,,,,,,,,,,
heriberto hernández,Heriberto Hernández,1,2,,,,,,,,,,,,,,,,,2,
heriberto rincon,Heriberto Rincon,1,2,,2,,,,,,,,,,,,,,,,
herick hernandez,Herick Hernandez,1,3,,,3,,,,,,,,,,,,,,,
heston kjerstad,Heston Kjerstad,8,39,4,4,,10,4,2,7,7,,,,,,,1,,,
hideki matsui,Hideki Matsui,8,18,,,,1,,,1,1,1,,,,1,,2,10,,1
hideo nomo,Hideo Nomo,4,8,,,,,,,,,,,,,1,,2,4,,1
hiroki kuroda,Hiroki Kuroda,1,1,,,,,,,,,,,,,,,,1,,
hiverson lópez,Hiverson López,1,2,,,,,,,,,,2,,,,,,,,
hoby milner,Hoby Milner,1,1,,,,,,,,1,,,,,,,,,,
homer bush jr.,Homer Bush Jr.,1,2,2,,,,,,,,,,,,,,,,,
honus wagner,Honus Wagner,3,3,,,,,,1,1,,,,,,,,,,,1
houston astros,Houston Astros,3,4,,,,,,1,,,,2,,,,,,,,1
howard johnson,Howard Johnson,1,1,,,,,,,,,,,,,,,1,,,
hoyt wilhelm,Hoyt Wilhelm,1,1,,,,,,,1,,,,,,,,,,,
humberto cruz,Humberto Cruz,1,3,,,,,,,,,3,,,,,,,,,
hunter barco,Hunter Barco,1,1,1,,,,,,,,,,,,,,,,,
hunter bigge,Hunter Bigge,3,3,,,,,,,,,,,,1,1,,,1,,
hunter brown,Hunter Brown,6,13,,,,,,5,1,,,,,,,,1,3,1,2
hunter cranton,Hunter Cranton,1,2,,,2,,,,,,,,,,,,,,,
hunter dobbins,Hunter Dobbins,2,5,,,,,,,,,,,,,2,,,3,,
hunter feduccia,Hunter Feduccia,3,4,,,,,,,,,,,,2,1,,1,,,
hunter gaddis,Hunter Gaddis,1,1,,,,,,,,1,,,,,,,,,,
hunter goodman,Hunter Goodman,10,18,,1,,2,1,,4,2,,,,,1,,1,2,2,2
hunter greene,Hunter Greene,9,25,,,,,,5,1,7,,,,1,,,4,3,2,2
hunter harvey,Hunter Harvey,1,1,,,,,,,,1,,,,,,,,,,
hunter pence,Hunter Pence,2,3,,,,,,,2,1,,,,,,,,,,
hunter renfroe,Hunter Renfroe,3,3,,,,,,,1,,,,,1,,,1,,,
hunter stratton,Hunter Stratton,3,4,,,,1,2,,,1,,,,,,,,,,
hurston waldrep,Hurston Waldrep,8,16,1,1,,,,,,,2,,,3,3,2,3,,1,
hyeseong kim,Hyeseong Kim,8,48,,,,,,,,,4,3,,5,11,,4,17,2,2
hyun-seok jang,Hyun-Seok Jang,1,3,,,,,,,,,3,,,,,,,,,
hyungchan um,Hyungchan Um,1,3,,,,,,,,,3,,,,,,,,,
héctor neris,Héctor Neris,1,1,,,,,,,,1,,,,,,,,,,
ian happ,Ian Happ,8,14,,,,1,,,2,1,,,,1,,,1,5,1,2
ian kinsler,Ian Kinsler,2,2,,,,,,,,,,,,,1,,1,,,
ian seymour,Ian Seymour,2,5,,,,,,,,,,,,,,,,,2,3
ichiro,Ichiro,14,53,,,,3,1,6,6,3,1,1,,3,2,3,7,6,1,10
ichiro cano hernandez,Ichiro Cano Hernandez,1,3,,,,,,,,,3,,,,,,,,,
ike irish,Ike Irish,1,11,,,,,,,,,,,11,,,,,,,
ildemaro vargas,Ildemaro Vargas,1,1,,,,,,,,1,,,,,,,,,,
imanaga,Imanaga,1,1,,,,,,,,,,,,,,,,1,,
irving lopez,Irving Lopez,3,4,,,,1,2,,1,,,,,,,,,,,
isaac collins,Isaac Collins,5,8,,,,,,,,,,,,2,2,,1,,1,2
isaac paredes,Isaac Paredes,5,6,,,,,1,,1,1,,,,,2,,,1,,
isaiah campbell,Isaiah Campbell,3,5,,,,2,1,2,,,,,,,,,,,,
isaiah drake,Isaiah Drake,1,3,3,,,,,,,,,,,,,,,,,
isiah kiner-falefa,Isiah Kiner-Falefa,3,3,,,,,,,,1,,,,1,,,1,,,
ismael javier,Ismael Javier,1,2,,,,,,,,,2,,,,,,,,,
ivan luciano,Ivan Luciano,1,3,,,3,,,,,,,,,,,,,,,
ivan rodriguez,Ivan Rodriguez,6,14,,,,1,,1,1,1,,,,,,,,8,,2
ivan rodríguez,Ivan Rodríguez,1,1,,,,,,,,,,,,,1,,,,,
iverson allen,Iverson Allen,1,1,,1,,,,,,,,,,,,,,,,
iván herrera,Iván Herrera,2,2,,,,,,,1,,,,,,,,,1,,
j.c. escarra,J.C. Escarra,2,4,,,,,,,,,,,,,3,,,1,,
j.d. davis,J.D. Davis,2,2,,,,,,1,,1,,,,,,,,,,
j.d. gonzalez,J.D. Gonzalez,1,3,3,,,,,,,,,,,,,,,,,
j.d. martinez,J.D. Martinez,6,7,,,,,2,1,1,1,1,,,,,,1,,,
j.d. thompson,J.D. Thompson,1,3,,,,,,,,,,,3,,,,,,,
j.p. crawford,J.P. Crawford,6,8,,,,1,,1,,2,,,,1,,,2,,1,
j.p. france,J.P. France,2,2,,,,,1,,,1,,,,,,,,,,
j.p. martinez,J.P. Martinez,3,5,,,,2,,,2,1,,,,,,,,,,
j.p. martínez,J.P. Martínez,2,2,,,,1,1,,,,,,,,,,,,,
j.t. ginn,J.T. Ginn,4,4,,,,,,,,,,,,1,1,,1,,,1
j.t. realmuto,J.T. Realmuto,10,38,,,,2,,2,6,3,,,,2,1,,11,6,2,3
jac caglianone,Jac Caglianone,5,64,,,16,,,,,,11,9,,,,,,,10,18
jace jung,Jace Jung,8,41,3,2,,,,,,,4,,,9,5,4,8,6,,
jack dreyer,Jack Dreyer,3,6,,,,,,,,,,,,,3,,,2,1,
jack flaherty,Jack Flaherty,9,15,,,,1,1,1,1,1,,,,1,,,6,2,1,
jack gurevitch,Jack Gurevitch,1,3,,,,,,,,,,,3,,,,,,,
jack hurley,Jack Hurley,1,2,2,,,,,,,,,,,,,,,,,
jack kochanowicz,Jack Kochanowicz,2,3,,,,,,,,,,,,2,,,1,,,
jack leiter,Jack Leiter,9,18,,2,,1,6,,,5,,,,,1,,,1,1,1
jack lines,Jack Lines,1,3,,,,,,,,,3,,,,,,,,,
jack little,Jack Little,1,1,,,,,,,,,,,,,,,,,1,
jack morris,Jack Morris,1,1,,,,,,,,1,,,,,,,,,,
jack neely,Jack Neely,3,4,,,,,,,,,,,,1,1,,2,,,
jack o'loughlin,Jack O'Loughlin,3,3,,,,,,,,,,,,1,1,,,1,,
jack penney,Jack Penney,1,3,,,,,,,,,3,,,,,,,,,
jack perkins,Jack Perkins,2,5,,,,,,,,,,,,,,,,,2,3
jack suwinski,Jack Suwinski,2,2,,,,,,,1,,,,,,,,1,,,
jack winkler,Jack Winkler,1,1,,,,,,,,,,,,,,,,,1,
jackie hornung,Jackie Hornung,1,1,,,,,,,,,,,,,,,,,,1
jackie robinson,Jackie Robinson,7,19,,,,,,3,2,4,,,,,1,4,3,,,2
jackson,Jackson,1,2,,,,,,,,,,,,2,,,,,,
jackson chourio,Jackson Chourio,15,144,14,15,,4,21,,2,26,3,2,,7,2,4,14,15,5,10
jackson holliday,Jackson Holliday,15,116,14,11,,5,24,,2,29,4,1,,3,3,1,9,2,5,3
jackson humphries,Jackson Humphries,1,3,,,,,,,,,3,,,,,,,,,
jackson jobe,Jackson Jobe,9,47,3,,,,,,,,7,2,,7,4,1,14,8,1,
jackson kent,Jackson Kent,1,2,,,2,,,,,,,,,,,,,,,
jackson merrill,Jackson Merrill,15,107,4,8,,4,15,,2,23,1,2,,7,3,4,18,7,4,5
jackson rutledge,Jackson Rutledge,4,5,,,,2,1,,1,1,,,,,,,,,,
jackson wentworth,Jackson Wentworth,1,2,,,2,,,,,,,,,,,,,,,
jackson wolf,Jackson Wolf,4,5,,,,1,1,2,1,,,,,,,,,,,
jacob amaya,Jacob Amaya,4,8,,,,3,1,2,2,,,,,,,,,,,
jacob berry,Jacob Berry,1,2,,2,,,,,,,,,,,,,,,,
jacob bresnahan,Jacob Bresnahan,1,3,,,,,,,,,3,,,,,,,,,
jacob burke,Jacob Burke,1,3,3,,,,,,,,,,,,,,,,,
jacob cozart,Jacob Cozart,1,4,,,4,,,,,,,,,,,,,,,
jacob degrom,Jacob deGrom,12,19,,,,1,,1,,1,1,1,,2,1,1,5,3,1,1
jacob gonzalez,Jacob Gonzalez,3,7,5,1,1,,,,,,,,,,,,,,,
jacob hurtubise,Jacob Hurtubise,2,4,,,,,3,,,1,,,,,,,,,,
jacob lopez,Jacob Lopez,4,5,,,,1,2,,1,,,,,,,,,,,1
jacob melton,Jacob Melton,3,8,,,,,,,,,1,,,,,,,,2,5
jacob misiorowski,Jacob Misiorowski,3,19,,,,,,,,,1,,,,,,,,5,13
jacob morrison,Jacob Morrison,1,3,,,,,,,,,,,3,,,,,,,
jacob palisch,Jacob Palisch,1,1,,,,,,,,,,,,,,,,,1,
jacob reimer,Jacob Reimer,1,2,,,,,,,,,,,2,,,,,,,
jacob stallings,Jacob Stallings,1,1,,,,,,,,1,,,,,,,,,,
jacob wilson,Jacob Wilson,11,82,4,3,,,,,,,6,2,,13,9,4,7,20,6,8
jacob young,Jacob Young,7,8,,,,1,2,,1,1,,,,,,,1,,1,1
jaden hill,Jaden Hill,4,4,,,,,,,,,,,,1,1,,1,,1,
jadher areinamo,Jadher Areinamo,1,3,3,,,,,,,,,,,,,,,,,
jadyn fielder,Jadyn Fielder,1,1,,,,,,,,,1,,,,,,,,,
jaeden calderon,Jaeden Calderon,1,1,,1,,,,,,,,,,,,,,,,
jaime ferrer,Jaime Ferrer,1,3,,,3,,,,,,,,,,,,,,,
jair camargo,Jair Camargo,2,3,,,,,2,,,1,,,,,,,,,,
jairo iriarte,Jairo Iriarte,4,6,,,,,,,,,,,,2,1,,2,1,,
jaison chourio,Jaison Chourio,3,4,1,2,,,,,,,1,,,,,,,,,
jake bauers,Jake Bauers,3,3,,,,,1,,,1,,,,,,,1,,,
jake bird,Jake Bird,1,1,,,,,,,,,,,,,1,,,,,
jake bloss,Jake Bloss,5,8,,2,,,,,,,1,,,2,2,1,,,,
jake burger,Jake Burger,5,6,,,,1,,2,,,,,,,1,,1,1,,
jake cook,Jake Cook,1,3,,,,,,,,,,,3,,,,,,,
jake cronenworth,Jake Cronenworth,3,4,,,,,,1,2,,,,,,,,,,,1
jake eder,Jake Eder,3,3,,,,,,,,,,,,1,1,,1,,,
jake fraley,Jake Fraley,3,3,,,,,,1,,,,,,,,,1,,,1
jake irvin,Jake Irvin,1,1,,,,,,,1,,,,,,,,,,,
jake mangum,Jake Mangum,5,9,,,,,,,,,,1,,,4,,,2,1,1
jake mccarthy,Jake McCarthy,3,4,,,,,,,1,,,,,,,,1,2,,
jake meyers,Jake Meyers,2,2,,,,,,,1,,,,,,,,1,,,
jake munroe,Jake Munroe,1,3,,,,,,,,,,,3,,,,,,,
jake rogers,Jake Rogers,1,1,,,,,,1,,,,,,,,,,,,
jake wong,Jake Wong,2,2,,,,1,1,,,,,,,,,,,,,
jake wong rc,Jake Wong RC,1,1,,,,,,,,1,,,,,,,,,,
jakob christian,Jakob Christian,1,2,,,,,,,,,,2,,,,,,,,
jakob marsee,Jakob Marsee,3,7,,3,,,,,,,,,,,,,,,2,2
jakob wright,Jakob Wright,1,2,,,,,,,,,2,,,,,,,,,
jalvin arias,Jalvin Arias,1,2,,2,,,,,,,,,,,,,,,,
james ellwanger,James Ellwanger,1,2,,,,,,,,,,,2,,,,,,,
james mcarthur,James McArthur,3,3,,,,1,1,,1,,,,,,,,,,,
james mccann,James McCann,1,1,,,,,,,1,,,,,,,,,,,
james meeker,James Meeker,2,2,,,,,,,,,,,,1,,,,1,,
james outman,James Outman,5,12,,,,1,3,3,3,,,,,,,,2,,,
james paxton,James Paxton,1,1,,,,,,,,1,,,,,,,,,,
james tibbs iii,James Tibbs III,3,17,,,12,,,,,,3,,2,,,,,,,
james triantos,James Triantos,3,4,1,2,,,,,,,1,,,,,,,,,
james wood,James Wood,11,125,8,3,,,,,,,10,7,,17,8,11,15,27,6,13
jameson taillon,Jameson Taillon,2,2,,,,,,1,,,,,,1,,,,,,
jamie arnold,Jamie Arnold,1,8,,,,,,,,,,,8,,,,,,,
jamie westbrook,Jamie Westbrook,2,3,,,,,,,,,,,,,2,,,1,,
jancel villarroel,Jancel Villarroel,1,3,,,,,,,,,3,,,,,,,,,
jancory de la cruz,Jancory De La Cruz,1,1,,1,,,,,,,,,,,,,,,,
janero miller,Janero Miller,1,1,,1,,,,,,,,,,,,,,,,
jansel luis,Jansel Luis,1,3,,,,,,,,,3,,,,,,,,,
jared dickey,Jared Dickey,1,3,3,,,,,,,,,,,,,,,,,
jared jones,Jared Jones,8,21,1,,,1,7,,,8,,,,,,,2,,1,1
jared serna,Jared Serna,2,5,3,,2,,,,,,,,,,,,,,,
jared sundstrom,Jared Sundstrom,1,3,,,,,,,,,3,,,,,,,,,
jared thomas,Jared Thomas,2,6,,,4,,,,,,,,2,,,,,,,
jared triolo,Jared Triolo,5,7,,,,2,1,2,1,,,,,,,,,1,,
jared walsh,Jared Walsh,1,1,,,,,,,,1,,,,,,,,,,
jaron deberry,Jaron DeBerry,1,3,,,3,,,,,,,,,,,,,,,
jaron elkins,Jaron Elkins,2,3,2,1,,,,,,,,,,,,,,,,
jarred kelenic,Jarred Kelenic,2,2,,,,,,1,1,,,,,,,,,,,
jarren duran,Jarren Duran,11,37,,,,,1,2,1,6,,,,4,1,2,15,2,2,1
jason adam,Jason Adam,3,3,,,,,,,,1,,,,,1,,,,,1
jason foley,Jason Foley,2,2,,,,,,,,1,,,,,,,1,,,
jason heyward,Jason Heyward,2,2,,,,,,,1,,,,,,,,,1,,
jason kelce,Jason Kelce,1,1,,,,,,,,,,,,,,1,,,,
jason kendall,Jason Kendall,1,1,,,,,,,,,,,,,,,1,,,
jason varitek,Jason Varitek,7,13,,,,,,1,5,1,,,,,1,,1,2,,2
jasson domínguez,Jasson Domínguez,15,116,11,12,,15,13,7,15,16,1,1,,7,3,,5,5,1,4
javier assad,Javier Assad,2,3,,,,,,,1,,,,,,,,2,,,
javier báez,Javier Báez,8,16,,,,2,,1,4,,,,,,1,,2,2,1,3
javier francisco,Javier Francisco,1,1,,1,,,,,,,,,,,,,,,,
javier mogollon,Javier Mogollon,1,3,,,,,,,,,3,,,,,,,,,
javier sanoja,Javier Sanoja,3,9,,,,,,,,,,,,2,2,,5,,,
javier vaz,Javier Vaz,1,1,,,,,,,,,1,,,,,,,,,
jaxon wiggins,Jaxon Wiggins,1,2,,,,,,,,,,,2,,,,,,,
jay buhner,Jay Buhner,3,4,,,,,,,2,1,,,,,,,1,,,
jayson tatum,Jayson Tatum,1,1,,,,,,,,,,,,,,1,,,,
jayson werth,Jayson Werth,1,1,,,,,,,,1,,,,,,,,,,
jazz chisholm jr.,Jazz Chisholm Jr.,15,71,1,1,,3,2,19,12,4,,1,,1,2,3,4,6,6,6
jb middleton,JB Middleton,1,4,,,,,,,,,,,4,,,,,,,
jd dix,JD Dix,2,7,,,5,,,,,,,,2,,,,,,,
jeferson quero,Jeferson Quero,3,3,1,1,,,,,,,1,,,,,,,,,
jeff bagwell,Jeff Bagwell,8,25,,,,2,,4,7,,,,,,1,1,2,2,,6
jeff criswell,Jeff Criswell,3,3,,,,,,,,,,,,1,1,,,1,,
jeff hoffman,Jeff Hoffman,2,3,,,,,,,,2,,,,,,,,1,,
jeff mcneil,Jeff McNeil,6,8,,,,1,,,1,1,,,,1,,,2,,2,
jefferson rojas,Jefferson Rojas,3,4,1,,,,,,,,1,,2,,,,,,,
jeffrey springs,Jeffrey Springs,3,3,,,,,,,,1,,,,,,,,1,,1
jeffry rosa,Jeffry Rosa,1,1,1,,,,,,,,,,,,,,,,,
jeimer candelario,Jeimer Candelario,5,5,,,,1,1,,,1,,,,1,,,1,,,
jenn tran,Jenn Tran,1,2,,,,,,,,,,,,,,,2,,,
jensy rivas,Jensy Rivas,1,2,,2,,,,,,,,,,,,,,,,
jeral perez,Jeral Perez,2,4,,2,2,,,,,,,,,,,,,,,
jeremiah estrada,Jeremiah Estrada,1,1,,,,,,,,,,,,,,,,1,,
jeremiah jackson,Jeremiah Jackson,2,3,,,,,,,,,,,,,,,,,1,2
jeremy ciriaco,Jeremy Ciriaco,1,2,,2,,,,,,,,,,,,,,,,
jeremy peña,Jeremy Peña,10,28,,,,1,,5,3,5,,,,1,1,,3,4,2,3
jeremy rodriguez,Jeremy Rodriguez,3,4,,1,2,,,,,,1,,,,,,,,,
jerome walton,Jerome Walton,1,2,,,,,,,,,,,,,,,,2,,
jesse chavez,Jesse Chavez,1,1,,,,,,,,1,,,,,,,,,,
jesse eisenberg,Jesse Eisenberg,1,1,,,,,,,,,,,,,,,,,,1
jesse winker,Jesse Winker,5,6,,,,,,,,1,,,,1,1,,2,1,,
jessica mendoza,Jessica Mendoza,1,1,,,,,,,1,,,,,,,,,,,
jesus lopez,Jesus Lopez,1,3,,,,,,,,,3,,,,,,,,,
jesus made,Jesus Made,2,13,,,,,,,,,7,6,,,,,,,,
jesus rodriguez,Jesus Rodriguez,1,1,1,,,,,,,,,,,,,,,,,
jesus tillero,Jesus Tillero,1,3,,,,,,,,,3,,,,,,,,,
jesús luzardo,Jesús Luzardo,5,6,,,,,,1,,1,,,,,,,1,,1,2
jesús made,Jesús Made,1,11,,,,,,,,,,,11,,,,,,,
jesús sánchez,Jesús Sánchez,2,2,,,,,,,1,,,,,,,,,,1,
jeter,Jeter,1,1,,,,,,,,,,,,,,,,,,1
jeter martinez,Jeter Martinez,1,2,,2,,,,,,,,,,,,,,,,
jett williams,Jett Williams,2,4,3,,,,,,,,1,,,,,,,,,
jhancarlos lara,Jhancarlos Lara,1,2,,,,,,,,,2,,,,,,,,,
jhoan de la cruz,Jhoan De La Cruz,1,2,,,,,,,,,,2,,,,,,,,
jhoan duran,Jhoan Duran,6,7,,,,,,1,1,,,,,,1,,2,,1,1
jhonayker ugarte,Jhonayker Ugarte,1,3,,,,,,,,,3,,,,,,,,,
jhonkensy noel,Jhonkensy Noel,6,19,,,,,,,,,2,,,5,3,,7,1,1,
jhonny level,Jhonny Level,2,5,,,,,,,,,3,,2,,,,,,,
jhonny pereda,Jhonny Pereda,1,1,,,,,1,,,,,,,,,,,,,
jhonny pereda rc,Jhonny Pereda RC,1,1,,,,,,,,1,,,,,,,,,,
jhonny severino,Jhonny Severino,1,2,,,,,,,,,,2,,,,,,,,
jhostynxon garcia,Jhostynxon Garcia,3,8,,,,,,,,,3,,,,,,,,2,3
ji hwan bae,Ji Hwan Bae,3,3,,,,,,1,1,,,,,,,,,1,,
"jim ""catfish"" hunter","Jim ""Catfish"" Hunter",1,1,,,,,,1,,,,,,,,,,,,
jim abbott,Jim Abbott,2,2,,,,,,,,1,,,,,,,,,,1
jim edmonds,Jim Edmonds,5,5,,,,,,1,1,,,,,1,,,,1,,1
jim kaat,Jim Kaat,2,2,,,,,,,,,,,,,,,1,,1,
jim palmer,Jim Palmer,4,5,,,,,,,2,,,,,1,,,,,1,1
jim rice,Jim Rice,5,12,,,,,,,1,,,,,,1,,3,,5,2
jim thome,Jim Thome,4,6,,,,,,,,,,,,2,,,3,1,,
jimmy crooks,Jimmy Crooks,2,3,,,,,,,,,,,,,,,,,1,2
jimmy rollins,Jimmy Rollins,8,14,,,,3,1,2,2,1,,,,2,,,2,1,,
jirvin morillo,Jirvin Morillo,1,1,,,,,,,,,,1,,,,,,,,
jj bleday,JJ Bleday,5,5,,,,1,1,1,,,,,,1,,,,,1,
jj wetherholt,JJ Wetherholt,3,31,,,,,,,,,13,10,8,,,,,,,
jo adell,Jo Adell,3,3,,,,,,1,,,,,,,,,,,1,1
jo jo parker,Jo Jo Parker,1,1,,,,,,,,,,,1,,,,,,,
joc pederson,Joc Pederson,3,3,,,,,,,1,,,,,,1,,,1,,
joe boyle,Joe Boyle,3,3,,,,1,,,1,,,,,,,,,1,,
joe carter,Joe Carter,4,8,,,,,,,,3,,,,1,1,,3,,,
joe dimaggio,Joe DiMaggio,2,4,,,,,,,1,,,,,,,,,3,,
joe jacques,Joe Jacques,3,3,,,,1,1,1,,,,,,,,,,,,
joe kelly,Joe Kelly,2,2,,,,,,,1,,,,,,,,1,,,
joe mauer,Joe Mauer,5,10,,,,,,,4,1,,,,,1,,1,3,,
joe musgrove,Joe Musgrove,6,15,,,,2,,3,4,3,,,,1,,,2,,,
joe rock,Joe Rock,2,4,,,,,,,,,,,,,,,,,1,3
joe ross,Joe Ross,1,1,,,,,,,,1,,,,,,,,,,
joe ryan,Joe Ryan,5,7,,,,,,2,,,,,,,,,1,1,1,2
joe torre,Joe Torre,3,3,,,,,,,,,,,,1,,,1,,1,
joel payamps,Joel Payamps,1,1,,,,,,,,1,,,,,,,,,,
joel peguero,Joel Peguero,1,1,,,,,,,,,,,,,,,,,1,
joendry vargas,Joendry Vargas,4,13,4,4,4,,,,,,1,,,,,,,,,
joey bart,Joey Bart,4,5,,,,,,,,1,,,,1,,,2,,,1
joey boyle,Joey Boyle,1,2,,,,,2,,,,,,,,,,,,,
joey cantillo,Joey Cantillo,3,3,,,,,,,,,,,,1,,,,1,1,
joey estes,Joey Estes,4,7,,,,1,2,,,3,,,,,,,1,,,
joey gallo,Joey Gallo,2,2,,,,,1,,,1,,,,,,,,,,
joey graziadei,Joey Graziadei,1,2,,,,,,,,,,,,,,,2,,,
joey loperfido,Joey Loperfido,5,14,,,,,5,,,6,,,,,,,1,,1,1
joey meneses,Joey Meneses,2,2,,,,1,,1,,,,,,,,,,,,
joey ortiz,Joey Ortiz,4,5,,,,,2,,,1,,,,,1,,1,,,
joey votto,Joey Votto,9,48,,,,2,1,15,10,8,,,,1,,,1,6,,4
joey wendle,Joey Wendle,1,1,,,,,,,1,,,,,,,,,,,
joey wiemer,Joey Wiemer,1,2,,,,,,2,,,,,,,,,,,,
johan de los santos,Johan De Los Santos,1,2,,,,,,,,,,2,,,,,,,,
johan oviedo,Johan Oviedo,1,1,,,,,,1,,,,,,,,,,,,
johan rojas,Johan Rojas,7,10,1,1,,1,3,2,1,,,,,,,,1,,,
johan santana,Johan Santana,3,4,,,,,,,,,,,,1,,,,2,,1
johanfran garcia,Johanfran Garcia,1,3,3,,,,,,,,,,,,,,,,,
john cruz,John Cruz,1,3,3,,,,,,,,,,,,,,,,,
john gil,John Gil,1,2,,,,,,,,,,2,,,,,,,,
john kruk,John Kruk,2,2,,,,,,1,,,,,,,,,,,,1
john mcmillon,John McMillon,2,2,,,,1,,,1,,,,,,,,,,,
john means,John Means,1,1,,,,,,,1,,,,,,,,,,,
john rave,John Rave,2,4,,,,,,,,,,,,,3,,,1,,
john schreiber,John Schreiber,2,2,,,,,,,1,1,,,,,,,,,,
john smoltz,John Smoltz,9,19,,,,1,1,3,4,2,,,,,1,,1,5,,1
john spikerman,John Spikerman,1,3,,,3,,,,,,,,,,,,,,,
john wimmer,John Wimmer,1,3,3,,,,,,,,,,,,,,,,,
johnathan rodriguez,Johnathan Rodriguez,1,2,,,,,2,,,,,,,,,,,,,
johnathan rodríguez,Johnathan Rodríguez,2,2,,,,,,,,1,,,,,,,,1,,
johnny bench,Johnny Bench,10,23,,,,1,1,4,2,,,,,2,,1,3,3,3,3
johnny damon,Johnny Damon,1,2,,,,,,,,,,,,2,,,,,,
johnny king,Johnny King,1,3,,,3,,,,,,,,,,,,,,,
johnny mize,Johnny Mize,3,3,,,,,,1,1,1,,,,,,,,,,
johnny slawinski,Johnny Slawinski,1,3,,,,,,,,,,,3,,,,,,,
johnson,Johnson,1,1,,,,,,,,,,,,1,,,,,,
jojo parker,JoJo Parker,1,12,,,,,,,,,,,12,,,,,,,
jojo romero,JoJo Romero,1,1,,,,,,,,,,,,,,,,1,,
jon berti,Jon Berti,3,3,,,,,,,1,1,,,,,,,,1,,
jon gray,Jon Gray,1,1,,,,,,1,,,,,,,,,,,,
jon singleton,Jon Singleton,2,2,,,,,,,,1,,,,,,,1,,,
jonah bride,Jonah Bride,1,1,,,,,,,,,,,,,,,1,,,
jonah heim,Jonah Heim,3,11,,,,,,8,2,,,,,,,,,,,1
jonah tong,Jonah Tong,3,8,,,,,,,,,3,,,,,,,,2,3
jonatan clase,Jonatan Clase,2,9,,,,,4,,,5,,,,,,,,,,
jonathan aranda,Jonathan Aranda,5,10,,,,,,,,,,,,,3,,1,2,1,3
jonathan bermúdez,Jonathan Bermúdez,2,2,,,,,,,,,,,,,1,,,1,,
jonathan bowlan,Jonathan Bowlan,3,3,,,,1,1,,1,,,,,,,,,,,
jonathan cannon,Jonathan Cannon,3,5,,,,,2,,,2,,,,,,,1,,,
jonathan india,Jonathan India,8,15,,,,1,,6,3,1,,,,1,,,1,1,,1
jonathan mejia,Jonathan Mejia,1,1,1,,,,,,,,,,,,,,,,,
jonathan ornelas,Jonathan Ornelas,4,5,,,,2,1,1,1,,,,,,,,,,,
jonathan pintaro,Jonathan Pintaro,1,1,,,,,,,,,,,,,,,,,1,
jonathan santucci,Jonathan Santucci,1,3,,,3,,,,,,,,,,,,,,,
jonathon long,Jonathon Long,1,3,,,,,,,,,3,,,,,,,,,
jonny deluca,Jonny DeLuca,5,9,,,,2,3,1,2,,,,,,,,1,,,
jonny farmelo,Jonny Farmelo,4,8,3,,2,,,,,,1,,2,,,,,,,
jorbit vivas,Jorbit Vivas,2,7,,,,,,,,,,,,,3,,,4,,
jordan balazovic,Jordan Balazovic,3,5,,,,1,2,2,,,,,,,,,,,,
jordan beck,Jordan Beck,4,16,,,,,7,,,5,,,,,,,,,2,2
jordan diaz,Jordan Diaz,1,1,,,,,,,1,,,,,,,,,,,
